,cms_zone,num_trips,num_walk_trips,num_transit_trips,num_bike_trips,num_taxi_trips,num_tnc_trips,num_complete_weekend_days,num_complete_weekdays,first_travel_date,last_travel_date,made_trips,smartphone_type,age,employment,worker,student,license,vehicle,congestion,drive_cbd_freq,planning_apps,job_type,jobs_count,industry,telework_freq,work_cms_zone,missing_work_location,work_mode,missing_school_location,bike_freq,bike_stolen,no_bike_nyc_bike_lanes,no_bike_nyc_paving,no_bike_nyc_storage,no_bike_nyc_long_trips,no_bike_nyc_showers,no_bike_nyc_modes,no_bike_nyc_unable,no_bike_nyc_other,bike_share_citi_bike,bike_share_jump,bike_share_lime,bike_share_none,bike_share_user,no_bike_share_unfamiliar,no_bike_share_expensive,no_bike_share_neighborhood,no_bike_share_stations,no_bike_share_personal_bike,no_bike_share_docks,no_bike_share_uncomfortable,no_bike_share_other,tnc_use_uber,tnc_use_lyft,tnc_use_via,tnc_use_juno,tnc_use_none,tnc_user,tnc_freq,tnc_purpose,tnc_mode,car_share_zipcar,car_share_car2go,car_share_enterprise,car_share_other,car_share_none,car_share_user,packages,harassment,gender,education,english_proficiency,ethnicity,race_american_indian,race_asian,race_black,race_native_hawaiian,race_white,race_other,disability_hearing,disability_seeing,disability_walking,disability_mobility,disability_dressing,disability_concentrating,disability_none,license-9998,license999,tnc_user-9998,tnc_user999,tnc_use_-9998,tnc_use_999,bike_-9998,bike_999,no_bike_nyc_-9998,no_bike_nyc_999,bike_share_-9998,bike_share_999,disability_-9998,disability_999,no_bike_share_-9998,no_bike_share_999,race_-9998,race_999
1377,Inner Queens,6.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,06/09/2019,06/15/2019,1.0,2,9,1,1,0,0,995,-9998,995,-9998,1,1,17,7,Manhattan Core,1,105,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,-9998,-9998,1,-9998,-9998,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1378,Inner Queens,19.0,3.0,6.0,0.0,2.0,3.0,2.0,4.0,06/03/2019,06/09/2019,1.0,2,6,1,1,0,1,1,2,7,6,1,1,18,8,Inner Queens,0,105,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,2,105,0,0,0,0,1,0,7,4,1,4,2,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1379,Inner Queens,35.0,16.0,19.0,0.0,0.0,0.0,2.0,5.0,06/10/2019,06/16/2019,1.0,1,7,3,1,0,1,995,2,995,2,2,1,4,8,Manhattan Core,0,105,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,5,4,2,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,Inner Queens,33.0,16.0,14.0,0.0,0.0,0.0,2.0,5.0,06/09/2019,06/15/2019,1.0,2,4,6,0,1,1,1,3,6,6,995,0,995,995,Manhattan Core,0,995,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,2,4,2,3,1,997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1381,Inner Queens,7.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,05/25/2019,05/31/2019,1.0,2,9,6,0,0,0,995,-9998,995,-9998,995,0,995,995,Manhattan Core,0,995,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,995,995,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,2,-9998,-9998,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1382,Inner Queens,34.0,20.0,13.0,0.0,0.0,0.0,1.0,5.0,06/08/2019,06/14/2019,1.0,2,5,1,1,2,1,995,1,995,5,1,1,4,8,Manhattan Core,0,105,1,5,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,6,1,106,0,0,0,0,1,0,1,4,1,7,1,997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,Inner Queens,46.0,31.0,13.0,0.0,0.0,0.0,1.0,4.0,06/03/2019,06/09/2019,1.0,2,5,7,1,1,0,995,5,995,4,1,1,9,4,Manhattan Core,1,105,1,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,1,4,2,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1384,Inner Queens,36.0,4.0,3.0,0.0,1.0,1.0,2.0,4.0,06/03/2019,06/09/2019,1.0,1,6,1,1,0,1,1,1,5,1,2,1,4,5,Manhattan Core,0,105,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,106,0,0,0,0,1,0,3,1,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,Inner Queens,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,05/28/2019,06/03/2019,1.0,1,6,3,1,0,0,995,-9998,-9998,4,4,1,12,995,Manhattan Core,0,101,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,995,995,-9998,-9998,-9998,-9998,-9998,-9998,2,4,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1386,Inner Queens,34.0,28.0,9.0,0.0,0.0,3.0,2.0,4.0,06/10/2019,06/16/2019,1.0,2,5,1,1,0,1,995,4,995,4,1,1,4,6,Manhattan Core,0,105,0,5,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,7,106,0,0,0,0,1,0,1,4,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,Inner Queens,10.0,3.0,6.0,0.0,0.0,0.0,1.0,3.0,06/22/2019,06/28/2019,1.0,2,5,1,1,0,1,996,4,7,3,1,1,13,7,Manhattan Core,0,105,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,7,1,105,0,0,0,0,1,0,2,4,1,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,Inner Queens,3.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,06/07/2019,06/13/2019,1.0,2,4,1,1,0,1,995,5,995,1,1,1,1,6,Manhattan Core,0,105,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,1,105,0,0,0,0,1,0,1,4,1,7,1,999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,Inner Queens,65.0,48.0,16.0,0.0,0.0,0.0,2.0,3.0,06/05/2019,06/11/2019,1.0,1,5,1,1,0,1,995,1,995,3,1,1,4,8,Manhattan Core,0,105,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,2,4,2,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,Inner Queens,55.0,27.0,7.0,0.0,0.0,0.0,2.0,4.0,06/11/2019,06/17/2019,1.0,2,7,1,1,0,1,2,4,7,4,1,1,1,5,Manhattan Core,0,105,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,8,1,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,Inner Queens,46.0,21.0,23.0,0.0,0.0,0.0,2.0,5.0,06/03/2019,06/09/2019,1.0,1,5,1,1,0,0,995,5,995,4,1,1,5,8,Manhattan Core,0,105,0,5,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,3,3,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,Inner Queens,95.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,06/09/2019,06/15/2019,1.0,2,9,1,1,0,1,1,4,6,7,4,1,12,995,Inner Queens,0,100,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,5,4,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,Middle Queens,21.0,16.0,8.0,0.0,0.0,0.0,2.0,4.0,05/25/2019,05/31/2019,1.0,2,7,3,1,0,1,995,1,995,3,3,1,17,995,Manhattan Core,0,995,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,7,4,105,0,0,0,0,1,0,1,4,2,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,Inner Queens,72.0,32.0,0.0,36.0,0.0,0.0,2.0,4.0,06/13/2019,06/19/2019,1.0,2,4,6,0,0,0,995,1,995,6,995,0,995,995,Manhattan Core,0,995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,6,3,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,Inner Queens,57.0,47.0,3.0,0.0,0.0,7.0,2.0,4.0,05/29/2019,06/04/2019,1.0,1,5,2,1,0,1,996,3,4,2,1,1,5,8,Manhattan Core,1,105,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,106,0,0,0,0,1,0,2,4,1,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,Manhattan Core,36.0,15.0,19.0,0.0,0.0,0.0,2.0,4.0,06/02/2019,06/08/2019,1.0,2,8,2,1,0,1,995,2,995,5,1,1,4,8,Manhattan Core,0,102,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7,1,106,0,0,0,0,1,0,1,4,1,7,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,Manhattan Core,34.0,18.0,10.0,0.0,0.0,1.0,2.0,5.0,06/09/2019,06/15/2019,1.0,1,5,2,1,0,0,995,4,995,1,1,1,10,8,Manhattan Core,0,1,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,7,105,0,0,0,0,1,0,1,3,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,Manhattan Core,33.0,24.0,11.0,2.0,0.0,0.0,2.0,3.0,06/08/2019,06/14/2019,1.0,1,4,1,1,0,1,995,1,995,5,1,1,14,8,Manhattan Core,0,105,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,105,0,0,0,0,1,0,1,1,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,Manhattan Core,42.0,26.0,18.0,0.0,0.0,0.0,2.0,4.0,06/08/2019,06/14/2019,1.0,1,9,3,1,0,1,995,5,995,8,2,2,9,8,Manhattan Core,0,105,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,1,4,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,Manhattan Core,23.0,11.0,0.0,9.0,2.0,0.0,2.0,5.0,06/10/2019,06/16/2019,1.0,1,6,1,1,0,1,1,4,2,3,1,1,8,8,Manhattan Core,0,103,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,99,106,1,0,0,0,0,1,1,4,2,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,Manhattan Core,28.0,10.0,9.0,0.0,0.0,0.0,2.0,3.0,05/24/2019,05/30/2019,1.0,2,7,1,1,0,1,995,2,995,2,1,1,1,7,Manhattan Core,0,105,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7,60,106,1,0,0,0,0,1,1,4,2,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,Manhattan Core,50.0,23.0,11.0,0.0,0.0,0.0,1.0,3.0,06/04/2019,06/10/2019,1.0,2,8,2,1,0,1,1,4,4,4,1,1,18,7,Manhattan Core,0,105,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,8,4,1,7,1,999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1403,Manhattan Core,7.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,05/29/2019,06/04/2019,1.0,2,6,1,1,0,1,995,1,995,1,1,1,1,8,Manhattan Core,0,105,0,5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,50,106,0,0,0,0,1,0,3,4,2,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,Manhattan Core,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,05/25/2019,05/31/2019,0.0,2,9,3,1,0,0,995,1,995,8,3,1,9,995,Manhattan Core,0,995,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,7,105,0,0,0,1,0,1,2,4,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,Manhattan Core,8.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,06/15/2019,06/21/2019,1.0,1,7,1,1,0,0,995,-9998,-9998,-9998,1,1,1,7,Manhattan Core,1,105,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,995,995,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,2,-9998,-9998,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1406,Manhattan Core,45.0,36.0,4.0,0.0,5.0,2.0,2.0,5.0,06/02/2019,06/08/2019,1.0,2,5,1,1,0,1,995,3,995,1,2,1,4,1,Manhattan Core,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,1,106,0,0,0,0,1,0,7,1,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,Manhattan Core,37.0,21.0,13.0,0.0,0.0,0.0,1.0,4.0,06/11/2019,06/17/2019,1.0,2,5,1,1,0,1,995,1,995,2,1,1,17,8,Manhattan Core,0,105,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6,99,100,0,0,0,0,1,0,3,1,2,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,Manhattan Core,17.0,13.0,4.0,0.0,0.0,0.0,1.0,5.0,05/29/2019,06/04/2019,1.0,2,5,1,1,0,1,995,2,995,4,3,1,17,995,Manhattan Core,0,995,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6,2,106,0,0,0,0,1,0,3,4,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,Manhattan Core,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,06/04/2019,06/10/2019,1.0,1,7,6,0,0,0,995,-9998,995,-9998,995,0,995,995,Manhattan Core,0,995,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,995,995,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,2,-9998,-9998,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1410,Manhattan Core,60.0,25.0,12.0,0.0,0.0,0.0,2.0,3.0,06/08/2019,06/14/2019,1.0,1,5,6,0,0,1,995,2,995,1,995,0,995,995,Manhattan Core,0,995,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,1,105,0,0,0,0,1,0,6,4,1,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,Manhattan Core,36.0,19.0,11.0,3.0,3.0,1.0,2.0,5.0,06/11/2019,06/17/2019,1.0,2,7,1,1,1,1,1,1,6,4,1,1,4,2,Manhattan Core,0,102,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,106,0,0,0,1,0,1,7,1,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,Manhattan Core,24.0,11.0,10.0,0.0,0.0,3.0,2.0,5.0,05/25/2019,05/31/2019,1.0,2,6,1,1,0,1,995,1,995,1,1,1,1,7,Manhattan Core,0,105,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,1,106,0,1,0,0,0,1,1,1,2,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,Manhattan Core,33.0,17.0,7.0,8.0,1.0,0.0,2.0,5.0,06/16/2019,06/22/2019,1.0,2,8,1,1,0,1,995,1,995,5,2,2,8,8,Upper Manhattan,0,105,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,3,4,2,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,Manhattan Core,42.0,32.0,7.0,3.0,0.0,0.0,2.0,5.0,06/02/2019,06/08/2019,1.0,2,6,6,0,0,1,995,5,995,1,995,0,995,995,Manhattan Core,0,995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,7,50,106,0,0,0,0,1,0,3,4,1,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,Manhattan Core,43.0,22.0,0.0,0.0,0.0,0.0,2.0,5.0,06/04/2019,06/10/2019,1.0,1,8,3,1,0,1,1,1,3,7,1,1,4,4,Manhattan Core,0,100,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7,99,1,0,0,0,0,1,0,2,4,2,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,Manhattan Core,5.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,05/30/2019,06/05/2019,1.0,2,5,1,1,0,1,995,4,995,-9998,2,1,17,8,Manhattan Core,0,105,0,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,5,1,105,0,0,0,0,1,0,-9998,-9998,2,-9998,-9998,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,Manhattan Core,59.0,45.0,5.0,1.0,0.0,6.0,2.0,4.0,06/07/2019,06/13/2019,1.0,2,5,1,1,0,1,995,1,995,5,1,1,4,6,Manhattan Core,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,4,1,106,0,0,0,0,1,0,2,4,2,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,Manhattan Core,11.0,5.0,3.0,0.0,0.0,0.0,2.0,2.0,06/01/2019,06/07/2019,1.0,2,9,6,0,0,1,996,1,8,-9998,995,0,995,995,Manhattan Core,0,995,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,7,4,105,0,0,1,0,0,1,-9998,-9998,2,-9998,-9998,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,Manhattan Core,27.0,25.0,14.0,0.0,0.0,0.0,2.0,4.0,05/31/2019,06/06/2019,1.0,1,6,1,1,0,1,995,2,995,4,1,1,17,8,Manhattan Core,0,105,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,1,106,0,0,0,0,1,0,7,4,2,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,Manhattan Core,4.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,06/13/2019,06/19/2019,1.0,1,8,6,0,0,0,995,3,995,4,995,0,995,995,Manhattan Core,0,995,0,5,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,7,106,0,0,0,0,1,0,3,4,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,Manhattan Core,33.0,16.0,9.0,8.0,0.0,0.0,1.0,4.0,06/01/2019,06/07/2019,1.0,1,6,1,1,0,1,995,1,995,1,1,1,16,7,Manhattan Core,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,1,106,0,0,0,0,1,0,7,4,2,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,Manhattan Core,42.0,7.0,9.0,0.0,0.0,1.0,1.0,3.0,06/03/2019,06/09/2019,1.0,2,5,1,1,0,1,995,4,995,6,1,1,9,8,Manhattan Core,0,105,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,6,2,106,0,0,0,0,1,0,3,4,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,Manhattan Core,29.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,06/07/2019,06/13/2019,1.0,2,9,1,1,0,0,995,-9998,995,-9998,1,1,15,8,Manhattan Core,0,105,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,995,995,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,1,-9998,-9998,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1424,Manhattan Core,17.0,7.0,3.0,0.0,1.0,1.0,2.0,5.0,06/11/2019,06/17/2019,1.0,2,5,1,1,0,1,995,2,995,4,1,1,15,7,Manhattan Core,0,105,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,6,1,105,0,0,0,0,1,0,1,1,2,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,Manhattan Core,60.0,13.0,4.0,0.0,0.0,1.0,0.0,2.0,06/19/2019,06/25/2019,1.0,2,5,1,1,0,0,995,1,995,1,1,1,1,1,Manhattan Core,0,101,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,105,0,0,0,0,1,0,2,1,2,-9998,-9998,999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1426,Manhattan Core,32.0,18.0,4.0,0.0,1.0,0.0,2.0,5.0,06/08/2019,06/14/2019,1.0,2,7,3,1,0,1,1,4,4,4,3,1,4,995,Manhattan Core,0,995,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,5,1,106,0,0,0,0,1,0,1,4,2,999,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,Manhattan Core,32.0,9.0,0.0,25.0,0.0,0.0,2.0,5.0,06/05/2019,06/11/2019,1.0,2,7,1,1,0,1,995,1,995,6,1,1,1,8,Manhattan Core,0,103,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,1,2,2,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
