,cms_zone,num_trips,num_walk_trips,num_transit_trips,num_bike_trips,num_taxi_trips,num_tnc_trips,num_complete_weekend_days,num_complete_weekdays,first_travel_date,last_travel_date,made_trips,smartphone_type,age,employment,worker,student,license,vehicle,congestion,drive_cbd_freq,planning_apps,job_type,jobs_count,industry,telework_freq,work_cms_zone,missing_work_location,work_mode,missing_school_location,bike_freq,bike_stolen,no_bike_nyc_bike_lanes,no_bike_nyc_paving,no_bike_nyc_storage,no_bike_nyc_long_trips,no_bike_nyc_showers,no_bike_nyc_modes,no_bike_nyc_unable,no_bike_nyc_other,bike_share_citi_bike,bike_share_jump,bike_share_lime,bike_share_none,bike_share_user,no_bike_share_unfamiliar,no_bike_share_expensive,no_bike_share_neighborhood,no_bike_share_stations,no_bike_share_personal_bike,no_bike_share_docks,no_bike_share_uncomfortable,no_bike_share_other,tnc_use_uber,tnc_use_lyft,tnc_use_via,tnc_use_juno,tnc_use_none,tnc_user,tnc_freq,tnc_purpose,tnc_mode,car_share_zipcar,car_share_car2go,car_share_enterprise,car_share_other,car_share_none,car_share_user,packages,harassment,gender,education,english_proficiency,ethnicity,race_american_indian,race_asian,race_black,race_native_hawaiian,race_white,race_other,disability_hearing,disability_seeing,disability_walking,disability_mobility,disability_dressing,disability_concentrating,disability_none,license-9998,license999,tnc_user-9998,tnc_user999,tnc_use_-9998,tnc_use_999,bike_-9998,bike_999,no_bike_nyc_-9998,no_bike_nyc_999,bike_share_-9998,bike_share_999,disability_-9998,disability_999,no_bike_share_-9998,no_bike_share_999,race_-9998,race_999
947,Northern Bronx,43.0,13.0,18.0,1.0,4.0,2.0,2.0,5.0,06/10/2019,06/16/2019,1.0,2,6,1,1,0,1,1,5,7,5,1,1,9,8,Manhattan Core,0,105,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,5,1,106,1,0,0,0,0,1,7,1,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,Northern Bronx,31.0,4.0,2.0,0.0,0.0,2.0,2.0,5.0,05/25/2019,05/31/2019,1.0,1,5,1,1,0,1,995,2,995,1,2,1,1,4,Manhattan Core,0,105,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,1,105,0,0,0,0,1,0,6,4,1,6,1,997,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,Northern Bronx,43.0,14.0,7.0,0.0,0.0,0.0,2.0,4.0,05/29/2019,06/04/2019,1.0,1,9,2,1,0,1,1,1,8,4,1,2,7,5,Manhattan Core,0,105,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,1,4,1,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Northern Bronx,53.0,17.0,11.0,0.0,0.0,0.0,2.0,2.0,06/11/2019,06/17/2019,1.0,1,9,1,1,0,1,995,1,995,4,1,1,14,8,Manhattan Core,0,105,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,7,99,106,0,0,0,0,1,0,6,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
951,Northern Bronx,4.0,1.0,3.0,0.0,0.0,1.0,2.0,4.0,06/01/2019,06/07/2019,1.0,1,5,1,1,2,0,995,4,995,4,2,2,8,1,Northern Bronx,0,105,1,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,4,4,999,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
952,Northern Bronx,39.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,06/08/2019,06/14/2019,1.0,1,8,1,1,0,1,1,2,2,4,1,1,18,2,Southern Bronx,0,100,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,5,4,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
953,Northern Bronx,24.0,11.0,0.0,0.0,0.0,0.0,1.0,5.0,06/06/2019,06/12/2019,1.0,2,8,3,1,0,1,1,2,8,4,3,1,18,995,Manhattan Core,0,995,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7,99,100,0,0,0,1,0,1,8,4,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
954,Northern Bronx,24.0,5.0,4.0,0.0,0.0,0.0,2.0,2.0,06/10/2019,06/16/2019,1.0,2,8,1,1,0,1,997,5,8,6,1,1,8,8,Southern Bronx,0,102,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,6,2,1,7,1,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
955,Northern Bronx,53.0,10.0,1.0,0.0,0.0,1.0,2.0,5.0,05/24/2019,05/30/2019,1.0,1,6,1,1,0,1,1,5,8,2,1,1,8,8,Southern Bronx,0,105,0,5,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6,2,100,0,0,0,0,1,0,4,4,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,Northern Bronx,52.0,12.0,14.0,0.0,0.0,0.0,1.0,3.0,06/08/2019,06/14/2019,1.0,1,9,6,0,0,0,995,4,995,1,995,0,995,995,Manhattan Core,0,995,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,7,7,101,0,0,0,0,1,0,2,4,1,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,Northern Bronx,8.0,5.0,3.0,0.0,0.0,0.0,2.0,4.0,05/30/2019,06/05/2019,1.0,2,7,3,1,0,1,995,1,995,4,3,1,18,995,Manhattan Core,0,995,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,3,4,1,7,1,999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
958,Northern Bronx,31.0,12.0,0.0,0.0,0.0,0.0,2.0,5.0,06/07/2019,06/13/2019,1.0,2,5,1,1,0,1,1,3,5,4,1,1,8,8,Upper Manhattan,0,100,0,5,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,7,7,100,0,0,0,1,0,1,6,4,2,6,1,997,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,Northern Bronx,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,05/29/2019,06/04/2019,0.0,1,6,6,0,0,0,996,5,8,6,995,0,995,995,Manhattan Core,0,995,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,8,2,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,Northern Bronx,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,06/11/2019,06/17/2019,1.0,2,6,2,1,0,1,995,4,995,8,1,1,10,6,Manhattan Core,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,3,4,1,5,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,Northern Bronx,37.0,8.0,0.0,0.0,0.0,0.0,1.0,5.0,05/25/2019,05/31/2019,1.0,2,8,1,1,0,1,1,4,8,1,1,1,8,8,Manhattan Core,0,100,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6,50,106,0,0,0,0,1,0,2,4,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,Northern Bronx,29.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,06/01/2019,06/07/2019,1.0,1,9,1,1,0,1,1,4,8,1,1,1,8,8,Southern Bronx,0,100,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,2,4,2,5,2,997,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,Northern Bronx,59.0,4.0,6.0,2.0,0.0,0.0,2.0,4.0,06/01/2019,06/07/2019,1.0,2,6,1,1,0,1,997,2,5,1,2,1,18,8,Manhattan Core,0,105,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,7,60,106,0,0,0,0,1,0,2,1,2,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,Northern Bronx,33.0,4.0,1.0,0.0,0.0,0.0,2.0,5.0,06/07/2019,06/13/2019,1.0,2,8,6,0,0,1,1,5,6,8,995,0,995,995,Manhattan Core,0,995,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,2,4,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,Northern Bronx,68.0,40.0,26.0,0.0,0.0,0.0,2.0,5.0,06/10/2019,06/16/2019,1.0,1,6,2,1,0,0,995,1,995,2,1,2,10,8,Manhattan Core,0,105,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,7,1,105,0,0,0,0,1,0,1,4,1,6,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,Northern Bronx,52.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,06/07/2019,06/13/2019,1.0,1,10,6,0,0,1,1,2,8,2,995,0,995,995,Manhattan Core,0,995,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,1,4,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,Northern Manhattan,70.0,13.0,7.0,8.0,0.0,0.0,1.0,3.0,06/04/2019,06/10/2019,1.0,2,5,1,1,0,1,995,4,995,3,4,1,9,995,Manhattan Core,0,103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,6,1,105,0,0,0,0,1,0,1,4,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,Northern Manhattan,61.0,24.0,33.0,0.0,0.0,0.0,2.0,5.0,06/11/2019,06/17/2019,1.0,1,7,1,1,0,0,995,5,995,8,2,1,18,8,Upper Manhattan,0,105,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,2,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,Northern Manhattan,49.0,29.0,21.0,0.0,0.0,0.0,2.0,5.0,06/09/2019,06/15/2019,1.0,2,6,1,1,0,1,995,3,995,4,1,1,1,7,Manhattan Core,0,105,0,5,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,6,1,105,0,0,0,0,1,0,1,4,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,Northern Manhattan,49.0,40.0,21.0,0.0,0.0,1.0,2.0,5.0,05/31/2019,06/06/2019,1.0,2,6,1,1,0,1,1,4,4,2,1,1,16,5,Manhattan Core,0,105,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,1,106,0,0,0,0,1,0,2,1,2,7,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,Northern Manhattan,10.0,8.0,4.0,0.0,0.0,0.0,2.0,2.0,05/29/2019,06/04/2019,1.0,1,5,2,1,0,1,995,1,995,4,1,2,9,4,Manhattan Core,0,105,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,4,105,0,0,0,0,1,0,1,1,2,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,Northern Manhattan,44.0,25.0,17.0,0.0,0.0,0.0,2.0,5.0,06/15/2019,06/21/2019,1.0,2,7,1,1,0,1,995,1,995,6,1,1,4,8,Manhattan Core,0,102,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,7,2,1,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,Northern Manhattan,57.0,39.0,13.0,0.0,0.0,1.0,2.0,5.0,06/04/2019,06/10/2019,1.0,2,7,1,1,0,1,995,4,995,5,1,1,7,8,Southern Bronx,0,105,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,7,4,106,1,0,0,0,0,1,2,4,1,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,Northern Manhattan,4.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,06/08/2019,06/14/2019,1.0,1,8,1,1,0,1,995,1,995,2,1,1,15,8,Upper Manhattan,0,105,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,7,106,0,0,0,0,1,0,8,4,2,3,1,997,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,Northern Manhattan,33.0,15.0,5.0,0.0,0.0,0.0,1.0,4.0,06/05/2019,06/11/2019,1.0,2,9,1,1,0,1,1,1,8,1,1,1,8,8,Manhattan Core,0,100,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,6,1,105,0,0,0,0,1,0,3,1,2,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,Northern Manhattan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,06/13/2019,06/19/2019,0.0,2,8,2,1,0,1,1,4,8,4,1,1,8,6,Manhattan Core,1,105,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,3,4,1,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,Northern Manhattan,31.0,27.0,4.0,0.0,0.0,0.0,2.0,5.0,06/07/2019,06/13/2019,1.0,2,8,6,0,0,1,995,2,995,5,995,0,995,995,Manhattan Core,0,995,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,1,4,1,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
978,Northern Manhattan,20.0,9.0,13.0,0.0,0.0,0.0,2.0,5.0,06/08/2019,06/14/2019,1.0,2,8,1,1,0,1,1,2,8,7,2,1,16,3,Manhattan Core,0,105,0,5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,6,2,106,0,0,0,0,1,0,1,3,2,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,Northern Manhattan,28.0,12.0,13.0,0.0,0.0,0.0,1.0,5.0,06/15/2019,06/21/2019,1.0,2,7,2,1,0,0,995,2,995,5,1,1,16,8,Manhattan Core,0,105,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7,1,105,0,0,0,0,1,0,4,4,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,Northern Manhattan,35.0,23.0,3.0,0.0,1.0,6.0,2.0,4.0,06/08/2019,06/14/2019,1.0,2,5,1,1,0,1,995,3,995,1,1,1,8,8,Upper Manhattan,0,1,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,7,105,0,0,0,0,1,0,1,4,1,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,Northern Manhattan,26.0,9.0,2.0,0.0,0.0,0.0,2.0,5.0,05/29/2019,06/04/2019,1.0,2,5,1,1,0,1,1,4,5,1,2,1,8,5,Upper Manhattan,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,50,102,0,0,0,0,1,0,1,4,1,7,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,Northern Manhattan,16.0,1.0,14.0,0.0,0.0,0.0,2.0,4.0,05/26/2019,06/01/2019,1.0,2,6,2,1,0,1,1,3,8,2,2,4,9,7,Manhattan Core,0,105,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,2,105,0,0,0,0,1,0,1,4,999,7,1,999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,Northern Manhattan,31.0,22.0,6.0,6.0,1.0,0.0,2.0,5.0,06/06/2019,06/12/2019,1.0,2,6,1,1,0,1,995,2,995,3,3,1,8,995,Upper Manhattan,0,995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,6,99,106,0,0,0,0,1,0,3,4,2,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,Northern Manhattan,50.0,31.0,16.0,0.0,4.0,1.0,2.0,5.0,05/24/2019,05/30/2019,1.0,2,6,6,0,1,1,995,2,995,3,995,0,995,995,Manhattan Core,0,995,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,105,1,1,1,0,0,1,1,1,1,7,1,997,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,Northern Manhattan,42.0,39.0,13.0,0.0,0.0,0.0,2.0,5.0,05/31/2019,06/06/2019,1.0,2,5,1,1,2,1,995,1,995,5,1,1,18,8,Manhattan Core,0,105,1,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,6,4,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,Northern Manhattan,20.0,12.0,8.0,0.0,0.0,0.0,2.0,5.0,06/03/2019,06/09/2019,1.0,2,9,6,0,0,1,995,1,995,6,995,0,995,995,Manhattan Core,0,995,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,7,4,102,0,0,0,0,1,0,1,4,2,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,Northern Manhattan,59.0,24.0,32.0,0.0,0.0,0.0,1.0,4.0,06/07/2019,06/13/2019,1.0,2,5,1,1,0,1,995,2,995,2,1,1,14,8,Manhattan Core,0,105,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,6,1,105,1,1,0,0,0,1,1,4,2,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,Northern Manhattan,30.0,12.0,10.0,4.0,0.0,0.0,2.0,5.0,06/06/2019,06/12/2019,1.0,2,5,1,1,0,1,995,3,995,2,1,1,14,8,Manhattan Core,0,105,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,1,105,0,1,0,0,0,1,2,2,1,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,Northern Manhattan,23.0,14.0,9.0,0.0,0.0,0.0,2.0,5.0,06/06/2019,06/12/2019,1.0,2,5,1,1,0,1,995,1,995,4,1,1,13,7,Manhattan Core,0,105,0,5,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,6,1,106,0,0,0,0,1,0,1,4,1,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,Northern Manhattan,33.0,22.0,5.0,0.0,2.0,2.0,2.0,3.0,06/03/2019,06/09/2019,1.0,2,6,1,1,0,1,995,2,995,4,1,1,4,5,Manhattan Core,0,105,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,5,1,105,0,0,0,0,1,0,7,1,1,6,1,999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
991,Northern Manhattan,65.0,48.0,15.0,0.0,0.0,0.0,2.0,3.0,06/09/2019,06/15/2019,1.0,2,6,1,1,0,1,995,1,995,4,2,1,9,7,Upper Manhattan,0,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,7,1,105,0,0,0,0,1,0,8,4,2,7,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,Northern Manhattan,39.0,17.0,19.0,0.0,2.0,0.0,2.0,4.0,06/07/2019,06/13/2019,1.0,2,10,2,1,0,1,995,1,995,2,2,2,7,8,Manhattan Core,0,105,0,5,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,1,4,1,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,Northern Manhattan,46.0,19.0,19.0,0.0,0.0,0.0,1.0,5.0,06/17/2019,06/23/2019,1.0,2,8,1,1,0,1,1,2,7,3,1,1,4,5,Manhattan Core,0,105,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,7,2,105,0,0,0,0,1,0,1,4,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,Northern Manhattan,29.0,10.0,10.0,6.0,1.0,0.0,2.0,3.0,06/01/2019,06/07/2019,1.0,2,7,1,1,0,1,1,2,6,5,1,1,10,8,Manhattan Core,0,105,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,4,105,0,0,0,0,1,0,1,4,1,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,Northern Manhattan,19.0,5.0,7.0,0.0,0.0,0.0,1.0,0.0,06/02/2019,06/08/2019,1.0,2,7,1,1,0,1,995,2,995,4,2,1,4,8,Outer Brooklyn,0,105,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,7,106,1,0,0,0,0,1,1,4,1,-9998,-9998,999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
996,Northern Manhattan,54.0,52.0,29.0,0.0,0.0,1.0,2.0,5.0,06/12/2019,06/18/2019,1.0,2,5,3,1,0,1,995,2,995,4,2,4,18,8,Manhattan Core,0,105,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,995,995,995,0,0,0,0,1,0,1,4,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,Northern Manhattan,42.0,16.0,17.0,5.0,1.0,0.0,2.0,4.0,06/04/2019,06/10/2019,1.0,1,6,1,1,0,1,995,1,995,1,3,1,16,995,Manhattan Core,0,995,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,7,106,1,0,0,0,0,1,1,4,2,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,Northern Manhattan,14.0,11.0,3.0,0.0,0.0,0.0,2.0,4.0,06/11/2019,06/17/2019,1.0,2,5,1,1,0,1,995,3,995,1,1,1,15,6,Manhattan Core,0,105,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,6,1,105,0,0,0,0,1,0,1,4,2,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
